id,config|pretrain_id,config|checkpoint,config|n_finetune,config|finetune_dataset,config|finetune_labels,config|r_max,config|num_layers,config|num_features,config|l_max,config|seed,config|beta,config|ema_decay,config|batch_size,result|train|cell_energy_rmse,result|train|scaled_energy_rmse,result|train|per_atom_energy_rmse,result|train|force_rmse,result|val|cell_energy_rmse,result|val|scaled_energy_rmse,result|val|per_atom_energy_rmse,result|val|force_rmse,result|test|cell_energy_rmse,result|test|scaled_energy_rmse,result|test|per_atom_energy_rmse,result|test|force_rmse,result|num_params,result|best_epoch,result|num_epochs,metadata|timing_marks,metadata|timing|training|start,metadata|timing|training|end,metadata|timing|training|duration,metadata|timing|evaluation|start,metadata|timing|evaluation|end,metadata|timing|evaluation|duration
23.06.15-12.57.36-067049,23.06.15-12.34.00-967186,best,50,C-GAP-17,dft,4.0,2,8,1,42,4,0.99,10,7.543666017001323,0.69358083855621,0.0891922510019394,0.9140838134943547,8.68891525700735,0.8837647876583332,0.1069541444764684,1.0656928781429094,7.549424992405656,0.8327148247032092,0.1194349370076587,1.0430071035648014,1972,79,81,"[('start', 1686830256.067173), ('end', 1686830359.234586)]",1686830256.073282,1686830300.918228,44.84494590759277,1686830300.918257,1686830359.23452,58.31626296043396
23.06.15-12.59.19-260307,23.06.15-12.34.00-967186,best,100,C-GAP-17,dft,4.0,2,8,1,42,4,0.99,10,6.794198412191008,0.691954115855226,0.0905092157501167,0.9326756909803934,8.807128832780604,0.8966692265186121,0.1083408022018726,1.0220556086338397,7.800584321821261,0.8566734669249478,0.1259417727222614,0.9991297329939566,1972,114,114,"[('start', 1686830359.260425), ('end', 1686830525.441091)]",1686830359.266448,1686830461.878774,102.61232590675354,1686830461.878806,1686830525.44102,63.56221389770508
23.06.15-13.02.05-716504,23.06.15-12.34.00-967186,best,200,C-GAP-17,dft,4.0,2,8,1,42,4,0.99,10,7.572992688182968,0.8117366883231143,0.1112787656628114,0.9610643507113228,8.175465802540218,0.8461319159843363,0.1068795101237056,1.0005896743381155,7.460995442575346,0.8202717002702038,0.1208148869936625,0.9811847038458034,1972,121,129,"[('start', 1686830525.71664), ('end', 1686830826.252467)]",1686830525.722315,1686830756.680753,230.9584379196167,1686830756.68078,1686830826.252403,69.57162308692932
23.06.15-13.07.06-278715,23.06.15-12.34.00-967186,best,400,C-GAP-17,dft,4.0,2,8,1,42,4,0.99,10,7.618140094249461,0.7998895973948439,0.1093828083429047,0.9526628110572718,8.227766270154035,0.8520626569386056,0.1085678461761888,0.9888016056576192,7.4370659158877235,0.8174230404455202,0.1204087137891645,0.968939844015351,1972,115,115,"[('start', 1686830826.278831), ('end', 1686831333.704984)]",1686830826.284843,1686831245.952903,419.6680600643158,1686831245.95293,1686831333.704918,87.75198793411255
23.06.15-13.15.33-730587,23.06.15-12.34.00-967186,best,800,C-GAP-17,dft,4.0,2,8,1,42,4,0.99,10,7.091954723232125,0.7884229248320834,0.1132499617373062,0.9372367583645228,7.925431906386351,0.8263547733973519,0.1065522227256871,0.9641582269635636,7.21891583174228,0.7969948839219319,0.1178846308411033,0.9454174472123276,1972,171,172,"[('start', 1686831333.730701), ('end', 1686832758.848395)]",1686831333.736792,1686832633.014358,1299.2775659561155,1686832633.014387,1686832758.848346,125.83395910263062
23.06.15-13.39.18-874332,23.06.15-12.34.00-967186,best,1600,C-GAP-17,dft,4.0,2,8,1,42,4,0.99,10,6.902597737244349,0.7752756684507667,0.1104030580366946,0.9362706570115564,7.772615508905093,0.8130232617611227,0.1034151393599194,0.9585212597246736,7.133450669599443,0.7889283351997199,0.114540581435792,0.9401356331092704,1972,146,146,"[('start', 1686832758.874455), ('end', 1686835511.832823)]",1686832758.88049,1686835370.859205,2611.978714942932,1686835370.859235,1686835511.832761,140.97352600097656
23.06.15-14.25.11-859208,23.06.15-12.34.00-967186,best,3200,C-GAP-17,dft,4.0,2,8,1,42,4,0.99,10,6.660972947596839,0.751222705173053,0.1058653497672702,0.9253554043350086,7.595606121388765,0.7924783345436569,0.0995353589513537,0.9420671883656656,6.891034450454971,0.7630786383584951,0.1091845860243812,0.9265706338065072,1972,191,191,"[('start', 1686835511.859336), ('end', 1686844840.218206)]",1686835511.865351,1686844696.082694,9184.217343091965,1686844696.082725,1686844840.218151,144.1354260444641
23.06.18-08.21.27-159878,23.06.15-17.18.28-722517,best,25,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,3.0717181546797856,0.3469078295202103,0.0434036483291701,0.5956955147378189,4.522833855238515,0.4857171769310634,0.0590261390076728,0.8534381790035217,4.171104908200722,0.4694390396855317,0.061113009799798,0.8416990791107629,73784,12,51,"[('start', 1687072887.159996), ('end', 1687073003.714482)]",1687072887.166398,1687072922.502649,35.33625102043152,1687072922.502675,1687073003.714437,81.21176195144653
23.06.18-08.23.23-741229,23.06.15-17.18.28-722517,best,50,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,3.3961477276601366,0.3399415707923561,0.0409359830592429,0.6435479615589997,4.433353370274099,0.4747167234727531,0.0573758836194339,0.8313266286782132,3.888586873478821,0.4354825034695029,0.0569827447883796,0.8183259758287539,73784,10,47,"[('start', 1687073003.741352), ('end', 1687073126.311621)]",1687073003.747336,1687073041.336625,37.58928918838501,1687073041.33665,1687073126.311537,84.97488713264465
23.06.18-08.25.26-338526,23.06.15-17.18.28-722517,best,100,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,2.997026040111472,0.3358093606355019,0.0421135207443571,0.6607976406975409,4.708940981258648,0.4923654626311466,0.0566249623399405,0.8005290266489351,4.108661980714719,0.4563230991978711,0.0578281750576139,0.7853201498046171,73784,8,46,"[('start', 1687073126.338648), ('end', 1687073274.708421)]",1687073126.344654,1687073183.043243,56.698588848114014,1687073183.043267,1687073274.708344,91.66507697105408
23.06.18-08.27.54-735602,23.06.15-17.18.28-722517,best,200,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,3.31254540168056,0.3762897151552474,0.0466718719472869,0.6661785071768691,4.026526487721345,0.4256709273485453,0.0490341167093731,0.772191559309204,3.5845129160583244,0.4021694624821972,0.0496091678882404,0.758818093478185,73784,9,46,"[('start', 1687073274.735717), ('end', 1687073477.533547)]",1687073274.741722,1687073373.359296,98.61757397651672,1687073373.359321,1687073477.533481,104.17415976524352
23.06.18-08.31.17-560711,23.06.15-17.18.28-722517,best,400,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,3.278554321294803,0.3605614425447058,0.0437442371349164,0.6552672839581456,3.9176177291481,0.4154136957842361,0.0480420560726201,0.7534034706162313,3.4810424256298327,0.3903071440037023,0.0480253643002452,0.7384709021558734,73784,10,46,"[('start', 1687073477.560826), ('end', 1687073790.041128)]",1687073477.566872,1687073659.81328,182.24640822410583,1687073659.813301,1687073790.041061,130.22775983810425
23.06.18-08.36.30-068703,23.06.15-17.18.28-722517,best,800,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,3.1327038094203004,0.3565046193040775,0.0440046098520469,0.659455766598544,3.809133001060956,0.4011653781769115,0.0460288038845758,0.7365746441281928,3.3859717473797635,0.380348423225701,0.046517337020737,0.7190713916783131,73784,13,48,"[('start', 1687073790.068825), ('end', 1687074345.624444)]",1687073790.074799,1687074163.258864,373.1840648651123,1687074163.258884,1687074345.624374,182.3654899597168
23.06.18-08.45.45-652478,23.06.15-17.18.28-722517,best,1600,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,3.0471600984692344,0.3475084354506472,0.0429935082358108,0.6518815478244682,3.689268231713775,0.3874547689328518,0.0442194515740607,0.7187469613989452,3.30178803654137,0.3721308605677636,0.0455561270419214,0.7021899828098361,73784,21,55,"[('start', 1687074345.652596), ('end', 1687075402.644119)]",1687074345.658624,1687075195.062355,849.4037311077118,1687075195.062386,1687075402.644068,207.5816819667816
23.06.18-09.03.22-671394,23.06.15-17.18.28-722517,best,3200,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,2.8776142853669664,0.3271355404388311,0.0407199766925507,0.6316142103949751,3.51100015671618,0.3699961175070543,0.0425033506525203,0.6984700201996674,3.106733073976719,0.350401381955565,0.0431315232983803,0.6807469624240118,73784,54,56,"[('start', 1687075402.671506), ('end', 1687077469.493514)]",1687075402.677471,1687077261.78479,1859.1073191165924,1687077261.784817,1687077469.493458,207.7086410522461
23.06.25-11.08.02-827965,23.06.25-10.51.58-801842,best,25,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,6.382036730274865,0.6342956282092355,0.0857773469786833,0.8387189057132808,8.48613813990848,0.8966641310238144,0.1170446009331428,1.0707117365084162,7.75136877510291,0.8718214401611064,0.1253709552346033,1.0673732186507552,73784,18,57,"[('start', 1687687682.828098), ('end', 1687687804.83196)]",1687687682.834458,1687687722.417395,39.58293700218201,1687687722.417426,1687687804.831913,82.4144868850708
23.06.25-11.10.04-860024,23.06.25-10.51.58-801842,best,50,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,6.688593707400384,0.6497109147867381,0.0849665969429006,0.8732781868367888,8.938870265233344,0.9337048492617162,0.1193379412664804,1.0481242096202803,8.054309700700124,0.9027563946670888,0.1301037784689742,1.042533973406134,73784,14,48,"[('start', 1687687804.860152), ('end', 1687687930.312613)]",1687687804.866199,1687687844.138796,39.27259707450867,1687687844.138827,1687687930.312565,86.1737380027771
23.06.25-11.12.10-340885,23.06.25-10.51.58-801842,best,100,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,5.770225561089683,0.6414594874620125,0.0858920709541495,0.8728379367438391,8.242453837716365,0.8518776386584255,0.1048530010723029,1.004010996885027,7.443652610171078,0.8313421901197764,0.1172792765433639,1.0009322323789955,73784,15,55,"[('start', 1687687930.341006), ('end', 1687688089.812447)]",1687687930.347029,1687687998.257175,67.9101459980011,1687687998.257206,1687688089.812384,91.5551779270172
23.06.25-11.14.49-841262,23.06.25-10.51.58-801842,best,200,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,5.764154683425368,0.6338091648641082,0.0841123327138888,0.8165856476127842,6.588062088981986,0.6817080787118468,0.0821268764690118,0.9537179009934234,5.91519381143327,0.661967563038922,0.0919639377528995,0.9354605324861416,73784,30,59,"[('start', 1687688089.841388), ('end', 1687688325.83745)]",1687688089.847506,1687688219.931579,130.08407306671145,1687688219.931606,1687688325.837379,105.90577292442322
23.06.25-11.18.45-866074,23.06.25-10.51.58-801842,best,400,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,5.435350502912054,0.5828253432433239,0.0786959182511821,0.7788765487360045,6.121793939986616,0.644534644318865,0.0800589431302357,0.919380591949029,5.523598453309977,0.6178803837578049,0.0874054518034036,0.8910978875307888,73784,35,67,"[('start', 1687688325.866205), ('end', 1687688732.275264)]",1687688325.872359,1687688600.939078,275.0667190551758,1687688600.939102,1687688732.275192,131.33609008789062
23.06.25-11.25.32-303832,23.06.25-10.51.58-801842,best,800,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,4.295088841353159,0.484452671935185,0.0646549258322841,0.7058101079909384,4.9983956217081005,0.5297903992194758,0.0627839289593354,0.8466114427917023,4.550673604266632,0.5095429331110675,0.0673332249258354,0.8259629821714484,73784,93,105,"[('start', 1687688732.303961), ('end', 1687689778.447188)]",1687688732.310006,1687689593.439661,861.129655122757,1687689593.439686,1687689778.447122,185.0074360370636
23.06.25-11.42.58-476834,23.06.25-10.51.58-801842,best,1600,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,3.73581250159688,0.4218631256647872,0.0551389366567779,0.6589736822406538,4.448503028608915,0.4713195863609291,0.0546963427122862,0.7798322308252814,3.97031497101536,0.4439047918729011,0.0571109593127098,0.765722485248969,73784,117,155,"[('start', 1687689778.476979), ('end', 1687692763.145503)]",1687689778.483171,1687692553.760984,2775.277812957764,1687692553.761013,1687692763.145446,209.38443303108207
23.06.25-12.32.43-173983,23.06.25-10.51.58-801842,best,3200,C-GAP-17,dft,4.0,4,32,1,42,4,0.99,10,3.4365837435555435,0.3838059020132703,0.0476625067210718,0.6443590282075045,4.087688279890836,0.4330704189551085,0.0501362129989213,0.7304756015458999,3.595956075919748,0.3995031939657703,0.0489561672307849,0.7115388924503901,73784,132,132,"[('start', 1687692763.174107), ('end', 1687698606.079508)]",1687692763.180164,1687698395.796503,5632.616338968277,1687698395.796535,1687698606.079456,210.28292107582087
23.06.28-15.04.26-353625,23.06.28-14.32.02-990797,best,25,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,0.7338979090842968,0.0854544681595808,0.0259201624693306,0.125585154745988,1.741922020861815,0.2063553508829886,0.0420446134806293,0.1743571411331224,2.360342506310664,0.2492908101402388,0.0522388825966393,0.1965469247584143,73784,61,92,"[('start', 1687961066.353746), ('end', 1687961289.658628)]",1687961066.393327,1687961232.212145,165.8188180923462,1687961232.212167,1687961289.658558,57.44639086723328
23.06.28-15.08.09-693639,23.06.28-14.32.02-990797,best,50,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.195339365703865,0.1122978973630263,0.0247194056435075,0.1564208251641773,1.6872896897352323,0.1933057589979209,0.0388069803509747,0.1635404117134598,2.14795086431936,0.2111879573323849,0.0434164218017274,0.1789981312850851,73784,37,65,"[('start', 1687961289.693778), ('end', 1687961480.886277)]",1687961289.729948,1687961419.458584,129.72863602638245,1687961419.458616,1687961480.8862,61.42758393287659
23.06.28-15.11.20-920789,23.06.28-14.32.02-990797,best,100,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.561471188090836,0.1310352409699945,0.0224100186882153,0.15091532114768,1.1432146664626304,0.1247077959044617,0.0220523979935345,0.1383601553872482,1.901738312224,0.1576988548408646,0.0238947398591244,0.152785251052308,73784,61,90,"[('start', 1687961480.920947), ('end', 1687961750.679815)]",1687961480.963432,1687961687.741421,206.77798891067505,1687961687.741458,1687961750.679765,62.93830704689026
23.06.28-15.15.50-712551,23.06.28-14.32.02-990797,best,200,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.7303320765234702,0.1366721671164162,0.0167579698925348,0.1248753885920605,1.013865226394901,0.1069946489493553,0.0180624932927525,0.1146747242566055,1.9018554403569063,0.1478083122684006,0.0186821302190372,0.1282260322967389,73784,97,111,"[('start', 1687961750.712681), ('end', 1687962145.624064)]",1687961750.747689,1687962070.914658,320.1669690608978,1687962070.914688,1687962145.623996,74.70930790901184
23.06.28-15.59.26-642951,23.06.28-15.22.25-650634,best,25,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,0.6016037198479577,0.054217418403472,0.012199528611009,0.0976611097449374,1.877289438521199,0.2179423542122447,0.0340349350774348,0.159970101448601,2.205202534011958,0.2188554983743322,0.0360219568751482,0.1807866094001115,73784,77,79,"[('start', 1687964366.643076), ('end', 1687964476.221114)]",1687964366.682399,1687964423.144493,56.46209406852722,1687964423.144517,1687964476.221008,53.07649111747742
23.06.28-16.01.16-368012,23.06.28-15.22.25-650634,best,50,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,0.9518586647297466,0.0721636834456526,0.0096181254745673,0.1287918171349793,0.9433098106875224,0.1043203199878713,0.0193709426835849,0.1557597722368847,1.591594645763184,0.1346726517603825,0.0204790059325657,0.160990569746469,73784,66,81,"[('start', 1687964476.368372), ('end', 1687964617.755046)]",1687964476.406507,1687964560.826653,84.42014598846436,1687964560.826678,1687964617.754955,56.92827701568604
23.06.28-16.03.37-899389,23.06.28-15.22.25-650634,best,100,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.4209621711751623,0.1199674976160578,0.0146760887074593,0.1226063755762039,1.2148923675477497,0.1260298563248331,0.0183002131321521,0.1315696176644037,1.7405222909180622,0.1444291321773489,0.0184747848329389,0.1353809152505974,73784,76,87,"[('start', 1687964617.899536), ('end', 1687964820.881816)]",1687964617.936556,1687964758.898382,140.96182584762573,1687964758.898413,1687964820.881749,61.98333597183228
23.06.28-16.07.01-026452,23.06.28-15.22.25-650634,best,200,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.190651737419593,0.0932328658083634,0.0108560239409534,0.1039379734118449,0.5748683621910137,0.0641107412751802,0.0118186060645324,0.1088663780249653,1.1748700093764286,0.0902857234283769,0.0117743813184134,0.1173543955897923,73784,90,109,"[('start', 1687964821.026587), ('end', 1687965220.496888)]",1687964821.063089,1687965146.842484,325.7793951034546,1687965146.842513,1687965220.496819,73.654305934906
23.06.28-17.36.48-435966,23.06.28-16.13.40-523256,best,25,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,0.4535688399709346,0.0434493161221216,0.0104012763053268,0.0936816280110562,0.8056262098106134,0.0982492557083062,0.0258834769607136,0.1565397783334364,1.898217107682205,0.1637096086716453,0.0282707594410999,0.1674041816989787,73784,113,113,"[('start', 1687970208.436094), ('end', 1687970341.420679)]",1687970208.475666,1687970287.896414,79.42074799537659,1687970287.896443,1687970341.420604,53.52416110038757
23.06.28-19.36.26-323941,23.06.28-19.30.51-466697,best,25,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,0.7827622524387764,0.0855850607274803,0.0273781554923238,0.1441722171070067,1.488472418374374,0.1819568971096591,0.0447548940233627,0.2053992045662752,2.274926551000668,0.2078049595038134,0.0480390299061185,0.2278060871858691,73784,169,169,"[('start', 1687977386.324062), ('end', 1687977559.086331)]",1687977386.373948,1687977505.194906,118.82095789909364,1687977505.194934,1687977559.086276,53.89134216308594
23.06.28-19.39.19-120312,23.06.28-19.30.51-466697,best,50,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.900661169938443,0.1525355737215075,0.0257702045573346,0.1706861676034895,1.588702731802275,0.1792377060334208,0.039521735087169,0.1751892335456817,2.3525995513295195,0.2062533040840512,0.0373906989427843,0.1887868955444615,73784,127,127,"[('start', 1687977559.120447), ('end', 1687977746.051687)]",1687977559.168982,1687977688.574467,129.40548491477966,1687977688.574495,1687977746.051621,57.47712588310242
23.06.28-19.42.26-087812,23.06.28-19.30.51-466697,best,100,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.9250510253135429,0.1582323966399859,0.0248458543951881,0.1712903452136597,1.3484028870779956,0.1482088508735173,0.0287356391502842,0.1663924910225173,2.129160443577958,0.175893629972235,0.0282162065951006,0.1726824998974151,73784,95,95,"[('start', 1687977746.087943), ('end', 1687977961.110199)]",1687977746.136529,1687977897.485299,151.34877014160156,1687977897.485326,1687977961.110117,63.62479090690613
23.06.28-20.35.58-845266,23.06.28-19.46.50-432517,best,25,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,0.7112014290855637,0.0797692191511786,0.023925248023093,0.1282695042320756,1.107925001757765,0.1692715199687294,0.0622992550803098,0.209802964248489,2.2433875413348225,0.2373091442602433,0.0745459155520655,0.2283092988923869,73784,372,372,"[('start', 1687980958.845402), ('end', 1687981268.249473)]",1687980958.899136,1687981213.288681,254.38954496383667,1687981213.288711,1687981268.249417,54.96070599555969
23.06.28-20.41.08-395457,23.06.28-19.46.50-432517,best,50,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.2204505765655824,0.0965405144332003,0.0155128909490466,0.1565705280245663,1.0679081527451677,0.1242761662519321,0.0355736707614045,0.1777681306774876,2.106959816634579,0.1868619788667911,0.0421139363662148,0.1901894708421195,73784,314,314,"[('start', 1687981268.395618), ('end', 1687981646.510913)]",1687981268.443803,1687981588.155625,319.71182203292847,1687981588.155661,1687981646.51084,58.35517883300781
23.06.28-20.47.26-545879,23.06.28-19.46.50-432517,best,100,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.624169110452322,0.1381604578729791,0.0295135976715725,0.1538432983424248,0.8765354360546368,0.0998699655057254,0.0220096645856898,0.141520020459181,1.5978477629851608,0.1359013988412203,0.0282277281898927,0.1543855919451494,73784,232,246,"[('start', 1687981646.546007), ('end', 1687982103.453765)]",1687981646.595484,1687982039.596322,393.0008380413056,1687982039.596353,1687982103.453667,63.85731387138367
23.06.28-20.55.03-715664,23.06.28-19.46.50-432517,best,200,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.752587266745398,0.1334642663590335,0.0138240472802929,0.1281318857448925,0.7831745889836967,0.0782573683434252,0.0160286252247811,0.1162164101583017,1.714674688274115,0.1291615310029926,0.0173556923587781,0.1316190137008273,73784,159,160,"[('start', 1687982103.716261), ('end', 1687982647.270816)]",1687982103.764236,1687982571.213873,467.4496369361877,1687982571.213904,1687982647.270717,76.05681300163269
23.06.28-21.04.07-415868,23.06.28-19.46.50-432517,best,400,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.4739832528418668,0.1119708572186919,0.011458582887217,0.1056825753079724,0.7254396715061099,0.0707202983786369,0.0115343901393803,0.1003821483624144,1.5079845879135054,0.1138644539584487,0.0128873621528199,0.1123351958617791,73784,190,197,"[('start', 1687982647.416006), ('end', 1687983880.408495)]",1687982647.463025,1687983779.237262,1131.7742369174955,1687983779.237287,1687983880.408385,101.17109799385072
23.06.28-21.27.01-169751,23.06.28-19.46.50-432517,best,800,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.1179867111375132,0.0856949409607796,0.0093392129146209,0.0939532439364402,0.5019644768890951,0.050707140893054,0.0089674300340211,0.0942084391047595,1.178908621488361,0.0891330241077763,0.0093328304538372,0.1021069161170238,73784,135,135,"[('start', 1687984021.169895), ('end', 1687985588.496714)]",1687984021.222084,1687985438.930845,1417.7087609767914,1687985438.930871,1687985588.496653,149.5657820701599
23.06.28-21.53.08-529413,23.06.28-19.46.50-432517,best,1600,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,0.8004279984449882,0.0638003333069931,0.0079635943719586,0.0799041270401969,0.3697539115910396,0.0407445017724045,0.0079212983844133,0.0840583124372078,0.7923602012967109,0.0615352564463219,0.0073659385740726,0.0857992865766769,73784,114,114,"[('start', 1687985588.52954), ('end', 1687988365.790514)]",1687985588.575785,1687988194.234516,2605.658730983734,1687988194.234542,1687988365.790451,171.55590915679932
23.06.28-23.27.16-236305,23.06.28-22.39.25-814269,best,25,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,0.8217217122532515,0.081623133454419,0.0150903809684613,0.1279145594467915,1.338140735491269,0.1834039149069005,0.0521890629219641,0.1945540171190137,1.6996124803149415,0.2051149723235749,0.0608738012054227,0.2092966591093719,73784,215,215,"[('start', 1687991236.236421), ('end', 1687991453.601579)]",1687991236.289248,1687991400.197818,163.90857005119324,1687991400.197839,1687991453.601504,53.40366506576538
23.06.28-23.30.53-636482,23.06.28-22.39.25-814269,best,50,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,0.9828759725476665,0.0782539404762708,0.0112893307723339,0.1432033433613176,1.1645094103786484,0.1707656927208233,0.051182548529991,0.1760923335596171,1.88839848055793,0.2186950756233084,0.0582270573967139,0.1888649606092887,73784,215,215,"[('start', 1687991453.636607), ('end', 1687991752.367552)]",1687991453.684679,1687991695.549368,241.86468887329104,1687991695.549389,1687991752.367456,56.81806707382202
23.06.28-23.35.52-510171,23.06.28-22.39.25-814269,best,100,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.2708705632406248,0.0994927878827152,0.0107449223413576,0.1426461409398257,0.7560353665246486,0.0805604650812129,0.0166757554466532,0.1352754803358797,1.4061560398063528,0.1158123901060256,0.0197429567931865,0.1471556375928516,73784,153,153,"[('start', 1687991752.510429), ('end', 1687992091.919809)]",1687991752.557224,1687992029.949226,277.3920018672943,1687992029.949247,1687992091.919733,61.97048616409302
23.06.28-23.41.31-954757,23.06.28-22.39.25-814269,best,200,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.406547751593247,0.1078559013641463,0.0108395614100322,0.119061570754956,0.6224080791222446,0.0640963335300166,0.0137998697368802,0.1133670008657149,1.4050018331576106,0.1067135511165437,0.0133693272411713,0.1252753530722828,73784,158,158,"[('start', 1687992091.954874), ('end', 1687992693.502372)]",1687992092.002196,1687992619.329036,527.3268399238586,1687992619.329066,1687992693.502307,74.17324090003967
23.06.28-23.51.33-537926,23.06.28-22.39.25-814269,best,400,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.205996509777172,0.0921856803605259,0.0099407730572727,0.1042915866076228,0.5757698637453459,0.061131580937957,0.0109280696987014,0.099740962271566,1.239296641558759,0.0945201655647373,0.0103919750678244,0.1088513850877375,73784,136,138,"[('start', 1687992693.538041), ('end', 1687993694.455217)]",1687992693.586439,1687993595.285821,901.6993820667268,1687993595.285846,1687993694.455153,99.1693069934845
23.06.29-00.08.14-489847,23.06.28-22.39.25-814269,best,800,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.0999685014247982,0.0849150751543278,0.0095989972468347,0.0933120681029978,0.5240483328452846,0.0549003368517221,0.0096158904235402,0.093248261985295,1.148918622427719,0.0873772299363219,0.009826390209516,0.0985718122727173,73784,95,99,"[('start', 1687993694.489961), ('end', 1687995165.581388)]",1687993694.537171,1687995016.752278,1322.21510720253,1687995016.752303,1687995165.581294,148.82899117469788
23.06.29-00.32.45-615039,23.06.28-22.39.25-814269,best,1600,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,0.7864253407855549,0.0638415006458104,0.0085253118346748,0.0804364564938416,0.4200390996966822,0.0428297533701051,0.00798294519392,0.0860093098608023,0.8029186710210598,0.0648633951169765,0.0082293776466074,0.0853795033753526,73784,100,102,"[('start', 1687995165.615158), ('end', 1687998375.665128)]",1687995165.662214,1687998202.870749,3037.2085349559784,1687998202.870774,1687998375.665031,172.79425692558289
23.06.29-03.52.43-772027,23.06.29-01.26.15-690272,best,25,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.016513491539102,0.0887366067299861,0.0139306799693464,0.1099000927592674,1.9795301831099688,0.2625403108813273,0.0712099028916937,0.2232119691582583,2.6804721392366715,0.2984986964678227,0.0786561951700255,0.2224913339045395,73784,214,214,"[('start', 1688007163.772148), ('end', 1688007405.60033)]",1688007163.824312,1688007352.611197,188.7868850231171,1688007352.611228,1688007405.600249,52.98902106285095
23.06.29-03.56.45-746541,23.06.29-01.26.15-690272,best,50,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.3049678415279886,0.1020018232122817,0.0135321933027742,0.128995776393388,1.6087133309528932,0.2281866567113303,0.0631797874940779,0.2145352003472979,2.03272224295966,0.243083542622103,0.0681696884707367,0.2019503314094916,73784,190,190,"[('start', 1688007405.746793), ('end', 1688007706.468382)]",1688007405.795478,1688007649.768664,243.97318577766416,1688007649.768685,1688007706.468297,56.69961190223694
23.06.29-04.01.46-504321,23.06.29-01.26.15-690272,best,100,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.038398660313799,0.0821743517768737,0.008341120701536,0.1165159260252692,0.9985881037133256,0.1142682263402962,0.0165674626019003,0.1271030672481622,1.3171189413153208,0.1286163258541656,0.0170756672824062,0.1349864517986268,73784,187,190,"[('start', 1688007706.504432), ('end', 1688008177.662139)]",1688007706.550945,1688008115.576245,409.02530002594,1688008115.576281,1688008177.662071,62.085789918899536
23.06.29-04.09.37-699028,23.06.29-01.26.15-690272,best,200,Si-GAP-18,dft,6.0,4,32,1,42,4,0.99,10,1.0775435197115608,0.0852792918175899,0.0085919393927799,0.1059525142638896,0.6340348274188795,0.0699118638482105,0.0102321153551781,0.1088831643635748,1.0333221358467322,0.0841246159940781,0.0106344576498935,0.1156177251265835,73784,154,154,"[('start', 1688008177.699146), ('end', 1688008883.59434)]",1688008177.748098,1688008808.717997,630.9698991775513,1688008808.71803,1688008883.59426,74.87623000144958
